Camila Moreira,42150767536,51,492615718
Sérgio Silva,42290768527,83,326109507
Amanda Nascimento,20830949333,47,612807227
Gustavo Ribeiro,79201201672,50,164063658
Bruno Silva,08728280848,73,472232770
Letícia Teixeira,04928691666,26,934954543
Felipe Batista,22457066618,24,118963010
Carolina Pereira,51197605522,21,518949887
Juliana Freitas,88938345865,30,316368604
Juliana Fernandes,04773151794,44,827482777
Isabela Nascimento,37250987008,53,669822794
Carolina Pires,52207786693,90,794814761
Marcos Correia,94571557125,85,832045656
Isabela Moreira,31393626715,27,244569350
Ricardo Correia,84497482871,58,996566005
Isabela Rocha,57552523163,79,164552385
Diego Dias,85423536210,53,258272331
Carlos Correia,30694604227,43,733810696
Diego Fernandes,54661335305,58,032358915
Ricardo Barbosa,22231043713,47,625879479
Diego Moreira,25351851600,88,493211885
Ricardo Cardoso,30113003987,47,078239864
Lucas Rodrigues,22918125127,57,605451186
João Freitas,51111151574,82,484324328
Letícia Monteiro,84115564387,58,670647062
Aline Batista,85105600301,80,217350529
Marcos Oliveira,35679408191,22,896622187
Juliana Moura,91065733690,85,189674744
Aline Monteiro,59155001070,54,190444962
Sérgio Almeida,18543501106,74,562719543
Aline Pereira,63015875921,34,457989284
Natália Teixeira,16414667454,76,417426597
Fernanda Costa,05782402914,33,939529978
Aline Cardoso,17505242586,19,631258209
Larissa Silva,93181534169,60,363722506
Paulo Batista,98239040282,79,115362482
Patrícia Rocha,11929642031,57,046235932
Fernanda Rodrigues,05781064299,68,850484635
Fernanda Carvalho,87659643309,52,677332733
João Souza,80435385631,27,806990380
Diego Oliveira,40510056254,27,621397906
Felipe Nascimento,88658709887,28,839962151
Rafael Fernandes,78110338431,74,315469498
Sérgio Araújo,62925541327,28,909402846
Paulo Almeida,55581642595,56,495678866
Maria Freitas,72182783479,52,710915449
Juliana Araújo,23692126941,79,929470955
Rodrigo Campos,40936971242,24,811144196
Paulo Nascimento,54486731660,84,321561136
Ricardo Almeida,82773886294,32,517214116
Gabriel Araújo,08216242364,46,964281456
Gabriel Silva,64676417542,29,387586032
André Oliveira,98578234451,81,717738969
Marcos Barbosa,58408171746,25,946639780
Juliana Moreira,76641585661,70,691295696
Maria Costa,52457232291,64,331786443
Carlos Cavalcante,69540711158,47,625683303
Amanda Correia,43120303645,79,376275991
Camila Dias,17269134209,83,010865899
Camila Moura,05353275031,45,244523576
Camila Almeida,02393236815,23,742732596
Beatriz Monteiro,99765815342,64,661096546
Lucas Pires,38947088582,33,645886002
Lucas Batista,37059733291,69,077743673
Fernanda Campos,72729463143,48,208755450
Rodrigo Oliveira,60956296545,33,214677790
Gustavo Campos,78575712399,53,819528267
Aline Nascimento,27080252228,69,121353458
Beatriz Nascimento,63229045081,22,980858338
Rodrigo Freitas,41486788608,55,047376118
Camila Oliveira,23432673758,20,862824592
Isabela Moura,80412880988,81,156073608
Isabela Lima,92650478653,66,031419040
Sérgio Pereira,06065161825,90,125309170
Camila Costa,98708271300,46,665160615
Maria Nascimento,78638752377,53,410633999
Juliana Melo,08669520493,47,256900304
Juliana Monteiro,86592767153,23,544008411
Gabriel Carvalho,87756924599,71,232118715
Ana Teixeira,23409930783,45,453002804
Rodrigo Ribeiro,41762200844,86,717159894
Tatiane Reis,73159302177,56,845962625
Beatriz Fernandes,02841214881,51,323173828
Rafael Rocha,97779862922,40,686401785
Rafael Dias,51801782500,38,609996272
Letícia Vieira,12429300568,57,416065153
Renata Melo,07215737308,90,994243297
André Rocha,72696236139,75,122833159
Bruno Cardoso,42832144324,84,928125508
Paulo Martins,31117279614,71,063802039
Renata Oliveira,25114469170,30,201481510
Eduardo Nascimento,09405840745,22,268502905
Aline Araújo,96720910387,73,046626735
Fernanda Martins,90399458966,51,760608639
Lucas Teixeira,36934235161,67,320127563
Carolina Cavalcante,34491354673,51,264619638
Lucas Correia,39643077356,70,669442120
Tatiane Oliveira,29734656448,37,178672385
Felipe Correia,54179363881,71,717785899
Rodrigo Pires,41382119469,38,433111530
Ricardo Rodrigues,16095999656,66,082815727
Marcos Almeida,54824964958,89,234842682
Tatiane Souza,99998975562,78,603986875
Paulo Lima,86930273520,78,462030194
João Moreira,23120224279,71,579608455
Gustavo Batista,30131910180,46,485683778
Gabriel Vieira,19917472667,18,566615248
Felipe Costa,43631367930,75,622045976
Larissa Correia,38170184233,28,591096548
Sérgio Batista,67747546833,77,672919089
Ana Correia,46553999793,76,246119841
Patrícia Reis,78800579907,89,807908423
Ricardo Rocha,08534254950,78,601887316
Patrícia Moura,46367700348,50,834424879
Bruno Barbosa,92781377406,71,623911063
Natália Monteiro,66839532833,22,539991880
Isabela Pereira,76591596543,54,850067314
Ana Almeida,88635813039,20,690981345
André Moura,74604763293,53,199434074
Carolina Dias,43377577148,34,160791598
Patrícia Silva,27148126160,48,102555988
Fernanda Moura,36644811560,24,339340447
Camila Melo,26630183548,39,087553776
Natália Gomes,95925852229,52,808679479
Lucas Cardoso,66611530294,43,968700421
Maria Moreira,89538341556,37,303602410
Maria Fernandes,19558298853,50,769255209
Sérgio Oliveira,27103077046,22,802738224
Maria Carvalho,80839929096,78,759268549
Aline Moreira,24598312377,35,754871799
Marcos Carvalho,86485906377,31,374443256
Patrícia Ribeiro,54716184902,53,284081218
Carlos Costa,25116752123,35,927862308
Felipe Carvalho,00305117352,67,851450302
Juliana Reis,87334177366,49,556255483
Rodrigo Carvalho,02420858668,32,468924577
Renata Barbosa,56001543439,83,374483356
Aline Costa,17216262307,62,786088934
Diego Pires,77111601528,21,401933966
Marcos Teixeira,01593199329,28,675054357
Tatiane Lima,31162065481,71,285078758
Camila Lima,64831749170,78,842241540
Marcos Pereira,50407446524,59,076791760
Sérgio Moura,87917398507,70,936474148
Fernanda Barbosa,83749168894,76,856777187
Gabriel Lima,88357778062,72,961075894
Larissa Gomes,15918028786,89,811640005
Ricardo Fernandes,56107889945,24,684110526
Beatriz Lima,80662187972,43,054483012
Amanda Batista,54122325674,83,785087675
Isabela Monteiro,48099045447,73,892635063
Aline Barbosa,95874055493,85,188235111
Diego Correia,25855219983,45,955620351
Diego Campos,16906839653,38,670306020
Tatiane Barbosa,55684797926,71,139974005
Letícia Fernandes,30089249198,32,153886089
Ana Rodrigues,77543837477,83,881361689
Rafael Silva,65834385327,79,731192425
Felipe Moreira,17482058368,26,020208547
Amanda Dias,12858294790,24,980892309
Aline Rodrigues,07785542498,76,802712470
João Almeida,31529288308,45,743825445
Camila Monteiro,83388736937,41,796443890
Beatriz Correia,80946670739,57,806190732
Felipe Martins,61985838737,80,904019715
Natália Cavalcante,22378413177,77,799572591
Lucas Almeida,50411562497,29,683625040
Beatriz Batista,03373813231,18,381943505
Beatriz Costa,63615886242,43,370574540
Gustavo Barbosa,82825258688,87,705113701
Renata Gomes,58848715527,75,322342258
João Rodrigues,20200282708,34,994023194
Marcos Reis,72664088198,84,300314211
Amanda Campos,38191274273,47,532083873
Eduardo Martins,93590518346,37,986136338
Natália Nascimento,75763839014,65,500350948
Camila Campos,61217437038,33,804222531
Sérgio Moreira,19605462021,67,185443957
Isabela Rodrigues,92207264593,78,682175918
Carolina Almeida,76598546494,25,271001935
Eduardo Monteiro,38409923029,63,977692590
Juliana Batista,01165308955,20,566255917
Eduardo Almeida,37308558649,33,452080779
Camila Cardoso,90551981863,44,728234512
Diego Souza,46922199763,32,327037932
Gustavo Carvalho,08217182362,47,736572329
Isabela Freitas,17991043939,88,179787979
Lucas Pereira,23426234007,22,263370261
João Rocha,27533037990,90,688686557
Letícia Freitas,66099656262,70,788839458
Eduardo Campos,25296287802,65,881424625
Carlos Moreira,83793790681,43,922654704
Tatiane Araújo,79086765346,76,490373868
Carlos Moura,57427019587,66,289111891
Lucas Monteiro,57416519707,61,519652227
Tatiane Pires,42466078706,28,714437219
Diego Barbosa,09933210172,88,553782885
Eduardo Vieira,42219123554,85,846217830
Marcos Ribeiro,82243151895,66,474759895
Larissa Dias,29433995161,84,619617864
Carlos Rodrigues,88359878574,21,217063990
Gabriel Dias,81551135813,73,452893756
Paulo Correia,22076977545,35,044794560
Carlos Gomes,81270509025,79,717842350
Larissa Carvalho,87158015161,86,486053209
Bruno Oliveira,69577074852,30,873744936
Juliana Nascimento,51254861424,89,013910983
Paulo Silva,43592667900,86,035372904
Eduardo Carvalho,43197586315,54,034928038
Ricardo Melo,79885163854,39,177159317
Juliana Cardoso,60288334884,61,159196638
Diego Cardoso,94568636050,48,284836320
Renata Monteiro,43385808998,50,897769195
Fernanda Cardoso,47198934980,47,177850095
André Barbosa,29758518965,28,669321875
Letícia Pires,62607195369,80,662011281
Amanda Cardoso,38552498286,24,139604412
João Cardoso,06261225835,78,446506578
Amanda Pires,96802430475,21,824621490
Carlos Almeida,71979623315,73,846826347
Amanda Lima,65097938482,81,827903566
Amanda Carvalho,68992339289,30,304172400
João Silva,89633696788,50,399439068
Juliana Gomes,72768516855,36,877440147
Letícia Lima,01648573263,75,551295821
Ana Barbosa,11500205242,73,644980170
Gustavo Vieira,00899394394,64,344940729
Maria Cavalcante,46297141478,43,100488689
Ricardo Gomes,26696784493,57,957991727
Gabriel Batista,76884313863,32,678527978
Paulo Freitas,18897802552,71,419806998
Aline Oliveira,24221162353,82,468498622
Larissa Rocha,08005896654,79,613861515
Aline Dias,40164111916,43,554310807
Patrícia Almeida,55863693963,78,811683147
Ricardo Moura,58576930723,56,333561999
Tatiane Moreira,65283581306,89,120727332
Rodrigo Cavalcante,48713416245,39,296724826
Renata Rodrigues,85911539663,74,838374329
Diego Melo,80639202103,29,703795826
Maria Ribeiro,16525168412,46,847338073
Ricardo Vieira,59074114196,78,939085775
Eduardo Melo,33349427859,83,157781994
Aline Vieira,94779794479,23,226523681
Camila Cavalcante,99514940650,60,385463329
Juliana Teixeira,59417133869,75,198814273
Fernanda Moreira,11295840415,54,249273779
Natália Freitas,85467335308,83,258533475
Gustavo Araújo,97127457766,87,745662251
Gustavo Lima,34481536972,65,208084939
Letícia Campos,39109058699,21,939163413
Carlos Vieira,18493529808,39,406288230
Renata Teixeira,70594737709,61,765322941
João Cavalcante,86102673715,62,951850204
Fernanda Nascimento,28677429677,62,612977168
Gabriel Oliveira,18432298977,64,013454362
Tatiane Rodrigues,01553686940,60,245912566
Ana Freitas,52537740327,49,863595952
Rafael Rodrigues,96860784616,30,353075302
Carolina Moreira,36749990159,47,290819958
Gabriel Moura,45116696099,74,252102514
Marcos Fernandes,92198698520,18,739598463
Gabriel Costa,04586066196,62,434134512
Lucas Costa,22158125804,57,061611595
Rafael Ribeiro,69125325054,27,432895826
Carlos Souza,67821612650,51,690912970
Natália Costa,50167360404,87,939315554
Natália Barbosa,17796386478,22,196700785
Amanda Costa,76033488873,26,653192792
Gustavo Rodrigues,40678483642,22,826546534
Paulo Ribeiro,76958952198,19,623169829
Juliana Costa,00628393235,39,868199986
Fernanda Almeida,72854311396,60,709832170
Diego Teixeira,69584050002,68,410092129
Felipe Teixeira,40858629167,58,488930324
Fernanda Pires,43338382533,56,158222752
Lucas Moreira,24210715952,29,521238064
André Cavalcante,54066947033,82,347679225
Camila Freitas,97793525799,49,673029036
Maria Melo,29258868791,86,479797636
Lucas Dias,09170972295,40,532510487
Sérgio Costa,80765927867,51,471066431
Rodrigo Lima,61318787120,87,216115710
Ricardo Pires,41482814288,56,983981345
Ana Dias,98407595419,24,284908868
Patrícia Correia,95018785503,79,493510182
Carolina Nascimento,91362840732,58,347304299
Natália Silva,07249971245,51,327596829
Rodrigo Vieira,64558464641,36,787471774
Marcos Dias,91236876171,85,311947613
Fernanda Fernandes,86062753837,63,836342331
Rafael Martins,73748252272,40,161495004
Eduardo Cavalcante,00132895582,27,103183577
Natália Pereira,48637589123,79,515595417
Felipe Oliveira,03191645434,60,376865584
Gabriel Martins,62846190203,78,148490226
Beatriz Teixeira,83829243125,79,342707651
Beatriz Reis,00345223643,21,015650223
Sérgio Reis,33591145731,34,574171109
Renata Rocha,80050617205,25,403369282
Ana Rocha,15811096235,73,346515160
Carolina Costa,16759347056,38,474929626
Letícia Reis,15346931262,29,169107715
Carolina Campos,04645427020,44,265763185
Rodrigo Cardoso,34280805436,70,146547826
Lucas Ribeiro,45938683958,73,808479327
Carlos Nascimento,51669645944,66,957353208
André Monteiro,38414110989,58,548019932
Renata Moreira,52950203296,18,106723971
Renata Vieira,76779743423,41,974905823
Rafael Araújo,06213753943,75,549063427
Beatriz Silva,26602578853,53,537380661
Larissa Campos,93104514765,64,445837067
Gustavo Reis,27859353559,89,822405404
Camila Rocha,83869908697,74,291273280
Sérgio Rocha,20625974423,30,405245653
Rodrigo Gomes,19752133814,33,566177130
Isabela Almeida,57694506880,73,436714410
Amanda Rocha,38608484438,76,712052312
Gabriel Cavalcante,59579762777,36,273259790
Isabela Oliveira,16227343653,19,157848131
Felipe Moura,97116241257,75,275163693
Aline Gomes,62585521218,54,064924949
Eduardo Batista,47738247031,54,495064325
Rodrigo Barbosa,00492444953,45,545356644
João Campos,12867575676,30,420132863
Rodrigo Costa,74342648541,51,169626302
Natália Rodrigues,16824452732,22,959764196
Patrícia Batista,41833083337,43,731132691
Sérgio Campos,50133244621,29,656317613
Rafael Monteiro,18572162736,58,236750270
Ricardo Teixeira,49377748045,53,878286458
Paulo Teixeira,75398150185,28,400142251
Ricardo Costa,87962107421,26,681159823
Larissa Lima,51055228860,30,928896105
Gabriel Pereira,79179095702,86,666900098
Bruno Correia,00597495885,34,523800777
Amanda Cavalcante,80250060794,55,155791124
Maria Batista,67028591867,88,470649306
Patrícia Carvalho,33206884845,82,503874765
Juliana Almeida,34745587909,62,484018224
Paulo Souza,17693244033,38,204993357
Felipe Fernandes,54849644730,74,017003641
Ricardo Silva,48763248660,34,706107287
Carolina Correia,28965470621,29,091695177
Felipe Pereira,02325997974,88,295922404
Carlos Martins,71220919967,41,934042624
Carolina Batista,85172340934,28,163532099
Ana Costa,48240500125,26,292462036
Maria Rodrigues,87687990277,60,945086150
Eduardo Rocha,49080361647,26,705722832
Diego Reis,31715672503,32,331856915
Diego Rodrigues,53654326517,78,514019608
Rafael Cardoso,75363443440,63,997951626
Aline Melo,45666176400,71,647773158
Camila Vieira,32358925468,26,039802873
Letícia Pereira,38682232210,81,195846168
Aline Silva,09487413042,71,108849293
Maria Vieira,89611445166,18,433834676
Lucas Campos,80360178028,30,343399002
Ana Souza,56881214728,57,153743629
Gustavo Pires,68283216753,87,490951909
Letícia Costa,69733025528,33,721379557
Renata Araújo,86040929631,84,911208302
Eduardo Teixeira,10743205302,66,875144953
Felipe Campos,31910788985,66,250101861
Carlos Rocha,50642741573,47,402661522
André Lima,27537504439,77,796067205
Sérgio Souza,38145132880,30,194214682
Diego Lima,10293124683,56,765284242
Felipe Cardoso,46382136899,89,082590454
Diego Freitas,99772992156,83,618244714
Sérgio Fernandes,04780299705,21,606303475
Beatriz Araújo,51988719464,70,268115886
Sérgio Pires,60246409734,63,151464436
André Pires,30224114286,28,344184701
Tatiane Monteiro,20241440487,35,120510059
Maria Almeida,06140854755,18,070442563
Larissa Cavalcante,53646918911,37,631570775
Ricardo Souza,04347707269,64,513197478
Juliana Rocha,55956744486,21,744764613
Felipe Ribeiro,44644252438,86,941799220
André Campos,64584474158,25,169610440
Maria Teixeira,46969371799,66,685840521
Beatriz Rocha,37258762860,39,708301194
Paulo Dias,61530808528,48,836192069
Letícia Dias,72430030573,33,709646766
André Vieira,29039191036,88,441247682
Paulo Cavalcante,29918177712,74,578015406
Larissa Reis,08196735158,81,267538626
Gabriel Campos,92430640073,39,442599467
Renata Martins,14428581804,28,404675485
Ricardo Carvalho,74135864812,27,942768211
Maria Oliveira,01905266819,32,099340010
Aline Rocha,04887064075,25,157388654
Larissa Barbosa,30536852383,48,606361831
Amanda Souza,42479841392,21,982629244
Amanda Ribeiro,72501870732,23,353989510
Bruno Lima,40268818169,73,264366121
Rodrigo Martins,52301803344,74,007778386
Natália Lima,10792571829,81,303601065
Carlos Silva,83972277262,51,540736214
Letícia Silva,12948185367,47,948802314
Sérgio Teixeira,26785434831,43,963182911
Juliana Rodrigues,33947530049,27,048971460
Fernanda Reis,16373467840,81,217173826
Eduardo Pereira,67903319739,55,903395690
Amanda Barbosa,87247715554,65,635226921
Lucas Lima,07559758322,24,077001088
Beatriz Barbosa,44854856716,71,809850650
Ana Nascimento,21505466533,79,149698612
Fernanda Ribeiro,95674176553,32,327481156
Sérgio Ribeiro,95632605485,38,676688316
Carlos Pires,96467903442,63,006338178
Felipe Dias,22994518892,26,614086262
Lucas Moura,33314628225,21,199101440
Felipe Cavalcante,07666020089,82,493501305
Gustavo Souza,64192847019,32,038379098
André Teixeira,14525579754,41,003331405
Isabela Fernandes,01331806322,79,199364137
Gustavo Cavalcante,67863983779,29,817104681
Lucas Rocha,14099394459,66,427263159
João Lima,37059162678,39,068592283
Rodrigo Souza,70232534176,77,782783713
Isabela Araújo,65161195137,27,280996944
André Silva,75380347020,57,665456578
Renata Cardoso,58779422332,82,850469208
Natália Souza,80061932436,81,446361383
Amanda Rodrigues,51253453938,74,907881938
